Word	FREQcount	CDcount	Spellcheck
lembresse	4	4	FALSE
lembrete	122	111	TRUE
lembretes	12	11	TRUE
lembro	9550	4958	TRUE
lembrolhe	10	10	FALSE
lembrolhes	4	4	FALSE
lembrome	1301	942	FALSE
lembroo	3	3	FALSE
lembrou	533	483	TRUE
lembroume	27	25	FALSE
lembrouse	54	50	FALSE
lembrovos	4	4	FALSE
lembráio	5	5	FALSE
lembrála	73	71	FALSE
lembrálas	5	5	FALSE
lembrálo	206	190	FALSE
lembrálos	79	77	FALSE
lembrávamos	5	5	TRUE
lembrãlo	7	7	FALSE
leme	400	204	TRUE
lemes	53	10	TRUE
lemming	16	6	FALSE
lemmon	18	8	FALSE
lemnitzer	7	4	FALSE
lemoine	12	4	FALSE
lemon	38	18	FALSE
lemonade	4	3	FALSE
lemos	209	182	TRUE
lemuel	39	12	FALSE
len	243	48	FALSE
lena	509	86	TRUE
lencinho	18	16	TRUE
lencinhos	3	3	TRUE
lenco	6	4	FALSE
lencóis	8	8	FALSE
lend	3	3	FALSE
lenda	1678	1020	TRUE
lendas	403	302	TRUE
lenders	3	3	FALSE
lendinizibestcombr	4	4	FALSE
lendo	1604	1315	TRUE
lendoo	4	4	FALSE
lendária	112	99	TRUE
lendárias	24	23	TRUE
lendário	203	174	TRUE
lendários	44	39	TRUE
lendãria	3	3	FALSE
lendãrio	10	10	FALSE
lenfilm	9	9	FALSE
leng	21	9	FALSE
lengalenga	18	17	TRUE
lenha	516	342	TRUE
lenhador	135	61	TRUE
lenhadores	29	19	TRUE
lenhas	6	6	TRUE
leni	54	14	TRUE
leniente	5	5	TRUE
lenihan	42	3	FALSE
lenin	111	61	FALSE
lenine	18	15	FALSE
leninegrado	6	3	FALSE
leningrado	86	40	FALSE
leninista	3	3	TRUE
leninistas	5	4	TRUE
leniência	3	3	TRUE
lenka	8	3	FALSE
lenn	3	3	FALSE
lennie	170	14	FALSE
lennon	184	66	FALSE
lennox	120	30	FALSE
lenny	577	120	FALSE
leno	26	17	TRUE
lenon	8	8	FALSE
lenora	8	5	FALSE
lenore	58	13	FALSE
lenox	24	17	FALSE
lens	13	7	TRUE
lensherr	13	6	FALSE
lenta	636	519	TRUE
lentamente	1296	994	TRUE
lentas	72	66	TRUE
lente	231	168	TRUE
lentes	310	215	TRUE
lentidão	24	22	TRUE
lentilha	24	14	TRUE
lentilhas	37	24	TRUE
lento	912	727	TRUE
lentos	174	150	TRUE
lentz	5	3	FALSE
lenz	15	7	FALSE
lenão	18	15	TRUE
lenãol	7	5	FALSE
lenããis	15	9	FALSE
lenço	776	522	TRUE
lençois	30	25	FALSE
lençol	251	187	TRUE
lenços	138	117	TRUE
lençóis	540	431	TRUE
leo	1249	220	FALSE
leoa	113	74	TRUE
leoas	11	7	TRUE
leoben	7	3	FALSE
leokatz	10	8	FALSE
leon	578	150	FALSE
leona	83	25	FALSE
leonard	879	146	FALSE
leonardo	283	93	FALSE
leone	120	24	TRUE
leonel	9	7	FALSE
leonhard	8	3	FALSE
leonid	55	28	FALSE
leonidas	18	5	FALSE
leonina	6	6	TRUE
leonopteryx	5	5	FALSE
leonor	97	18	FALSE
leonora	69	9	FALSE
leonore	17	4	FALSE
leontes	77	11	FALSE
leooni	5	5	FALSE
leopard	8	6	FALSE
leopardo	234	101	TRUE
leopardos	34	26	TRUE
leopold	188	27	FALSE
leopoldo	88	17	FALSE
leora	44	6	FALSE
lepak	18	3	FALSE
lepidus	8	3	FALSE
leporino	9	8	TRUE
leporinos	6	4	TRUE
leppard	21	11	FALSE
lepra	71	40	TRUE
leprechaun	7	4	FALSE
leprosa	9	9	TRUE
leproso	82	46	TRUE
leprosos	82	45	TRUE
leque	70	54	TRUE
leques	18	13	TRUE
ler	6384	3620	TRUE
lera	28	15	TRUE
leram	163	147	TRUE
lerda	21	18	TRUE
lerdas	3	3	TRUE
lerdeza	6	6	TRUE
lerdo	82	72	TRUE
lerdos	23	22	TRUE
lere	3	3	FALSE
lerei	94	88	TRUE
lerem	59	57	TRUE
leremos	16	15	TRUE
leres	6	6	TRUE
leria	42	41	TRUE
leriam	3	3	TRUE
lerlhe	8	8	FALSE
lerme	7	6	FALSE
lermontov	7	7	FALSE
lermos	15	14	TRUE
lerner	76	19	FALSE
lernos	3	3	FALSE
lero	10	6	TRUE
leroux	11	4	FALSE
leroy	284	67	FALSE
lerse	7	7	FALSE
lerá	57	55	TRUE
lerão	19	19	TRUE
les	433	144	FALSE
lesa	3	3	TRUE
lesada	10	10	TRUE
lesado	43	36	TRUE
lesados	11	11	TRUE
lesamajestade	3	3	FALSE
lesar	6	6	TRUE
lesbianismo	19	15	TRUE
lesbica	9	3	FALSE
lesbos	9	6	FALSE
lescaut	7	4	FALSE
lesh	5	3	FALSE
lesiie	4	3	FALSE
lesionada	4	4	TRUE
lesionadas	4	4	TRUE
lesionado	39	28	TRUE
lesionados	3	3	TRUE
lesionar	3	3	TRUE
lesionou	12	10	TRUE
lesley	63	14	FALSE
leslie	494	108	FALSE
lesma	106	73	TRUE
lesmas	61	44	TRUE
lesminha	3	3	FALSE
lesnicki	6	3	FALSE
lesoto	4	3	TRUE
lesou	3	3	TRUE
less	19	14	FALSE
lessa	8	8	FALSE
lesse	123	117	TRUE
lessem	26	26	TRUE
lessenberry	5	3	FALSE
lesser	21	5	FALSE
lesses	3	3	TRUE
lesson	9	4	FALSE
lessons	3	3	FALSE
lest	7	5	FALSE
lestat	96	4	FALSE
leste	2724	1602	TRUE
lesteoeste	25	18	FALSE
lester	642	123	FALSE
lesterkanecabot	9	3	FALSE
lestes	4	4	TRUE
lestrade	23	3	FALSE
lesão	312	200	TRUE
lesões	235	173	TRUE
let	251	100	FALSE
letais	93	83	TRUE
letal	306	243	TRUE
letalidade	4	3	TRUE
letargia	14	14	TRUE
letcher	4	3	FALSE
lete	13	4	FALSE
lethal	5	5	FALSE
leti	14	3	FALSE
leticia	16	9	FALSE
letitia	11	6	FALSE
letivo	29	24	TRUE
leto	96	9	TRUE
letra	1267	866	TRUE
letrada	11	11	TRUE
letrado	18	15	TRUE
letrados	3	3	TRUE
letras	1092	718	TRUE
letreiro	111	86	TRUE
letreiros	27	23	TRUE
letrinhas	12	10	TRUE
letrista	5	4	TRUE
lets	348	146	FALSE
letter	16	15	FALSE
letterman	37	29	FALSE
lettie	61	6	FALSE
lettin	3	3	FALSE
letty	48	9	FALSE
letárgica	8	7	TRUE
letárgico	15	12	TRUE
letícia	28	7	TRUE
letônia	14	9	TRUE
leu	1801	1341	TRUE
leucemia	108	74	TRUE
leucócitos	8	6	TRUE
leug	22	17	FALSE
leume	4	3	FALSE
leung	95	18	FALSE
leuo	5	5	FALSE
lev	52	21	FALSE
leva	6565	4296	TRUE
levaa	82	73	FALSE
levaas	10	10	FALSE
levada	555	486	TRUE
levadas	159	149	TRUE
levadiça	30	24	TRUE
levado	1823	1508	TRUE
levados	457	379	TRUE
levai	10	10	TRUE
levaio	6	4	FALSE
levaios	3	3	FALSE
levala	88	78	FALSE
levalas	9	9	FALSE
levalhe	6	6	FALSE
levalhes	3	3	FALSE
levalo	116	103	FALSE
levalos	39	32	FALSE
levam	1313	1095	TRUE
levame	192	159	FALSE
levamme	13	13	FALSE
levamna	8	8	FALSE
levamnas	5	5	FALSE
levamno	12	11	FALSE
levamnos	14	12	FALSE
levamola	9	9	FALSE
levamolas	5	4	FALSE
levamolo	11	10	FALSE
levamolos	4	4	FALSE
levamos	906	799	TRUE
levamoste	4	4	FALSE
levamse	4	4	FALSE
levando	2825	2225	TRUE
levandoa	45	42	FALSE
levandoas	8	6	FALSE
levandome	13	13	FALSE
levandonos	10	10	FALSE
levandoo	57	56	FALSE
levandoos	32	31	FALSE
levandose	3	3	FALSE
levanos	68	59	FALSE
levanta	1967	1299	TRUE
levantaa	6	6	FALSE
levantada	161	148	TRUE
levantadas	62	57	TRUE
levantado	148	143	TRUE
levantador	4	4	TRUE
levantados	28	27	TRUE
levantai	4	3	TRUE
levantaivos	24	12	FALSE
levantalo	6	6	FALSE
levantam	135	130	TRUE
levantame	4	4	FALSE
levantamento	89	77	TRUE
levantamentos	10	9	TRUE
levantamonos	4	4	FALSE
levantamos	110	106	TRUE
levantamse	14	14	FALSE
levantando	297	263	TRUE
levantandose	12	12	FALSE
levantao	37	27	FALSE
levantaos	3	3	FALSE
levantar	3533	2596	TRUE
levantara	5	5	TRUE
levantaram	117	110	TRUE
levantaramse	12	8	FALSE
levantarei	45	39	TRUE
levantarem	56	55	TRUE
levantaremos	28	27	TRUE
levantares	6	6	TRUE
levantaria	52	51	TRUE
levantariam	7	7	TRUE
levantarlhe	7	4	FALSE
levantarme	39	37	FALSE
levantarmos	29	28	TRUE
levantarse	164	146	FALSE
levantarte	13	12	FALSE
levantará	76	75	TRUE
levantarás	4	4	TRUE
levantarão	27	25	TRUE
levantaríamos	4	4	TRUE
levantas	11	11	TRUE
levantase	84	73	FALSE
levantasse	42	42	TRUE
levantassem	18	18	TRUE
levantaste	9	9	TRUE
levantastes	3	3	TRUE
levantastete	5	4	FALSE
levantate	344	198	FALSE
levantava	110	98	TRUE
levantavam	17	16	TRUE
levantavamse	3	3	FALSE
levantavase	6	5	FALSE
levante	3411	2072	TRUE
levantea	43	36	FALSE
levantei	327	294	TRUE
levanteime	27	27	FALSE
levanteio	3	3	FALSE
levantelo	3	3	FALSE
levantem	804	613	TRUE
levanteme	29	22	FALSE
levantemme	14	11	FALSE
levantemna	5	5	FALSE
levantemno	69	63	FALSE
levantemos	22	21	TRUE
levantemse	465	346	FALSE
levanteo	122	98	FALSE
levanteos	11	11	FALSE
levantes	27	23	TRUE
levantese	3021	1786	FALSE
levantete	7	4	FALSE
levanto	252	222	TRUE
levantome	22	22	FALSE
levantou	759	668	TRUE
levantoua	4	4	FALSE
levantoume	4	4	FALSE
levantouo	3	3	FALSE
levantouse	89	85	FALSE
levantála	70	64	FALSE
levantálas	7	6	FALSE
levantálo	95	88	FALSE
levantálos	10	10	FALSE
levantássemos	3	3	TRUE
levantávamos	3	3	TRUE
levantãlo	3	3	FALSE
levao	129	115	FALSE
levaos	44	38	FALSE
levar	18006	7877	TRUE
levara	51	45	TRUE
levaram	2178	1623	TRUE
levaramlhe	4	4	FALSE
levaramme	36	33	FALSE
levaramna	30	28	FALSE
levaramno	63	57	FALSE
levaramnos	19	18	FALSE
levarei	1604	1258	TRUE
levareia	7	7	FALSE
levareio	8	8	FALSE
levareios	5	5	FALSE
levarem	231	223	TRUE
levaremme	3	3	FALSE
levaremno	3	3	FALSE
levaremonos	3	3	FALSE
levaremos	584	511	TRUE
levares	38	33	TRUE
levaria	1036	925	TRUE
levariam	113	112	TRUE
levariamos	4	3	FALSE
levarias	3	3	TRUE
levarlhe	31	29	FALSE
levarlhes	9	9	FALSE
levarlo	4	4	FALSE
levarme	149	130	FALSE
levarmos	180	169	TRUE
levarnos	107	103	FALSE
levarnosá	4	4	FALSE
levarse	4	4	FALSE
levarte	140	112	FALSE
levarteei	9	9	FALSE
levarteá	4	4	FALSE
levarvos	13	12	FALSE
levará	1858	1470	TRUE
levarás	9	8	TRUE
levarã	44	39	FALSE
levarão	350	323	TRUE
levaríamos	40	40	TRUE
levas	126	108	TRUE
levase	31	31	FALSE
levasme	3	3	FALSE
levasse	356	339	TRUE
levassem	76	73	TRUE
levaste	44	43	TRUE
levasteme	5	4	FALSE
levastes	4	4	TRUE
levate	10	10	FALSE
levava	777	679	TRUE
levavaa	4	4	FALSE
levavaas	3	3	FALSE
levavam	151	142	TRUE
levavame	8	8	FALSE
levavamnos	3	3	FALSE
levavamos	3	3	FALSE
levavao	4	4	FALSE
levavaos	3	3	FALSE
levavas	6	4	TRUE
leve	8862	5172	TRUE
levea	646	535	FALSE
leveas	60	60	FALSE
levedura	12	8	TRUE
levei	1816	1540	TRUE
leveia	53	48	FALSE
leveias	5	5	FALSE
leveilhe	3	3	FALSE
leveio	61	59	FALSE
leveios	13	13	FALSE
leveite	4	4	FALSE
level	9	6	FALSE
levela	3	3	FALSE
levelhe	13	13	FALSE
levem	1346	1089	TRUE
levema	4	4	FALSE
leveme	1054	807	FALSE
levemente	157	141	TRUE
levemlhes	3	3	FALSE
levemme	87	60	FALSE
levemna	185	159	FALSE
levemnas	10	10	FALSE
levemno	608	471	FALSE
levemnos	118	104	FALSE
levemo	16	15	TRUE
levemolo	3	3	FALSE
levemos	83	82	TRUE
levene	20	3	FALSE
levenos	228	169	FALSE
leveo	992	815	FALSE
leveos	352	315	FALSE
lever	5	5	FALSE
leverett	28	4	FALSE
leverá	6	6	FALSE
leves	327	284	TRUE
leveza	60	52	TRUE
levezinho	4	4	FALSE
levi	103	26	FALSE
leviana	15	14	TRUE
levianamente	14	14	TRUE
levianas	8	8	TRUE
leviandade	16	15	TRUE
leviandades	5	5	TRUE
leviano	15	15	TRUE
levianos	3	3	TRUE
leviathan	3	3	FALSE
leviatã	20	12	TRUE
leviatãs	21	8	TRUE
levin	50	18	FALSE
levine	45	18	FALSE
levinsky	62	3	FALSE
levinson	12	10	FALSE
levis	15	12	FALSE
levitando	22	22	TRUE
levitar	24	16	TRUE
levitação	16	14	TRUE
leviticus	4	3	FALSE
levitin	4	4	FALSE
levitsky	4	4	FALSE
levitt	22	5	FALSE
levittown	7	6	FALSE
levo	2607	1995	TRUE
levoa	50	41	FALSE
levoas	4	4	FALSE
levolhe	6	6	FALSE
levome	3	3	FALSE
levoo	53	51	FALSE
levoos	18	18	FALSE
levote	59	53	FALSE
levou	6408	4127	TRUE
levoua	55	51	FALSE
levouas	5	5	FALSE
levoume	117	99	FALSE
levounos	30	29	FALSE
levouo	87	80	FALSE
levouos	17	17	FALSE
levouse	4	4	FALSE
levoute	8	8	FALSE
levy	85	39	FALSE
levá	13	8	TRUE
leváa	3	3	FALSE
leváio	62	49	FALSE
leváios	17	13	FALSE
levála	2433	1770	FALSE
leválas	199	183	FALSE
leválo	3189	2291	FALSE
leváloei	5	5	FALSE
leválos	779	667	FALSE
levámolo	3	3	FALSE
levámos	22	20	FALSE
levántate	5	4	FALSE
leváo	3	3	FALSE
levár	3	3	FALSE
levássemos	34	34	TRUE
levávamos	26	26	TRUE
levãla	76	54	FALSE
levãlas	3	3	FALSE
levãlo	128	73	FALSE
levãlos	28	21	FALSE
levítico	15	10	TRUE
lew	229	22	FALSE
lewellyn	9	3	FALSE
lewin	18	5	FALSE
lewinsky	7	7	FALSE
lewis	989	318	FALSE
lewisburg	10	4	FALSE
lewisham	8	6	FALSE
lewiston	12	7	FALSE
lex	445	77	FALSE
lexcorp	27	8	FALSE
lexi	176	10	FALSE
lexie	42	15	FALSE
lexington	95	67	FALSE
lexotan	4	3	FALSE
lexus	38	24	FALSE
lexy	16	3	FALSE
ley	8	5	FALSE
leyasu	25	7	FALSE
leyden	35	6	FALSE
leyla	44	7	FALSE
leyland	11	4	FALSE
leyria	31	8	FALSE
leyte	16	8	FALSE
leão	1235	602	TRUE
leãodechácara	9	5	FALSE
leãomarinho	20	13	FALSE
leãozinho	3	3	TRUE
león	106	15	FALSE
leônidas	43	6	FALSE
leões	541	298	TRUE
leõesmarinhos	26	10	FALSE
lf	65	21	FALSE
lfbglobocom	4	4	FALSE
lg	6	4	FALSE
lga	6	4	FALSE
lggy	6	3	FALSE
lgnacio	10	4	FALSE
lgnorante	3	3	FALSE
lgnorar	3	3	FALSE
lgnore	3	3	FALSE
lgnoreo	3	3	FALSE
lgo	3	3	FALSE
lgor	29	11	FALSE
lgreja	92	34	FALSE
lguais	6	4	FALSE
lgual	38	30	FALSE
lgualmente	34	31	FALSE
lh	89	38	FALSE
lha	119	45	TRUE
lhalves	18	12	FALSE
lhama	35	21	TRUE
lhamas	22	15	TRUE
lhar	3	3	FALSE
lhas	5	5	TRUE
lhasa	16	4	FALSE
lhe	54033	8434	TRUE
lhem	10	5	FALSE
lher	10	9	FALSE
lhes	6362	3266	TRUE
lho	96	58	TRUE
lhos	13	10	TRUE
lhê	3	3	FALSE
li	3376	2084	TRUE
lia	361	269	TRUE
liam	370	61	TRUE
lian	24	8	FALSE
liane	30	5	FALSE
liang	145	31	FALSE
lianna	4	4	FALSE
liao	27	9	FALSE
liaos	3	3	FALSE
liar	10	5	TRUE
liars	13	10	FALSE
lias	3	3	TRUE
liase	4	4	TRUE
lib	14	10	FALSE
libanesa	11	8	TRUE
libanesas	9	7	TRUE
libaneses	16	10	TRUE
libano	5	3	FALSE
libanês	38	17	TRUE
libby	225	49	FALSE
libelo	4	3	TRUE
liber	14	10	TRUE
libera	159	147	TRUE
liberace	23	20	FALSE
liberada	185	159	TRUE
liberadas	42	38	TRUE
liberado	424	357	TRUE
liberador	5	5	TRUE
liberados	136	125	TRUE
liberais	151	114	TRUE
liberal	255	196	TRUE
liberalidade	5	5	TRUE
liberalismo	30	23	TRUE
liberalização	3	3	TRUE
liberalo	3	3	FALSE
liberam	54	47	TRUE
liberamos	35	34	TRUE
liberando	103	98	TRUE
liberar	552	468	TRUE
liberaram	62	57	TRUE
liberarei	13	13	TRUE
liberarem	15	15	TRUE
liberaremos	4	4	TRUE
liberaria	7	6	TRUE
liberarme	5	5	FALSE
liberarmos	5	5	TRUE
liberarse	5	5	FALSE
liberará	17	17	TRUE
liberarão	3	3	TRUE
liberasse	18	16	TRUE
liberava	6	6	TRUE
liberaãão	6	5	FALSE
liberação	305	238	TRUE
liberações	5	5	TRUE
liberdade	5422	2627	TRUE
liberdades	172	142	TRUE
libere	150	131	TRUE
liberea	6	6	FALSE
liberei	29	29	TRUE
liberem	103	84	TRUE
liberemno	4	4	FALSE
liberemos	4	4	TRUE
libereo	6	6	FALSE
liberese	4	3	FALSE
libero	44	34	TRUE
liberou	124	113	TRUE
liberta	153	134	TRUE
libertaa	3	3	FALSE
libertad	7	3	FALSE
libertada	110	100	TRUE
libertadas	24	23	TRUE
libertade	39	26	FALSE
libertado	354	287	TRUE
libertador	72	58	TRUE
libertadora	9	8	TRUE
libertadores	34	26	TRUE
libertados	137	114	TRUE
libertala	3	3	FALSE
libertalo	4	4	FALSE
libertalos	4	4	FALSE
libertam	26	25	TRUE
libertame	6	6	FALSE
libertamos	35	35	TRUE
libertando	78	55	TRUE
libertandose	5	5	FALSE
libertao	4	4	FALSE
libertar	896	709	TRUE
libertaram	78	67	TRUE
libertaramno	3	3	FALSE
libertaramse	3	3	FALSE
libertarei	40	39	TRUE
libertarem	22	19	TRUE
libertaremos	35	32	TRUE
libertares	6	6	TRUE
libertaria	34	33	TRUE
libertariam	4	4	TRUE
libertarme	16	15	FALSE
libertarmos	19	19	TRUE
libertarnos	26	10	FALSE
libertarse	32	31	FALSE
libertarte	11	11	FALSE
libertará	89	82	TRUE
libertarã	3	3	FALSE
libertarão	20	20	TRUE
libertas	8	7	TRUE
libertase	7	7	FALSE
libertasse	18	17	TRUE
libertassem	3	3	TRUE
libertate	11	10	FALSE
libertava	6	6	TRUE
libertaãão	8	7	FALSE
libertação	481	331	TRUE
liberte	224	193	TRUE
libertea	20	20	FALSE
libertei	50	49	TRUE
liberteio	3	3	FALSE
libertem	172	95	TRUE
liberteme	62	43	FALSE
libertemme	15	8	FALSE
libertemna	6	6	FALSE
libertemno	21	17	FALSE
libertemnos	4	4	FALSE
libertemos	11	8	TRUE
libertemse	11	11	FALSE
libertenos	20	18	FALSE
liberteo	40	36	FALSE
liberteos	11	11	FALSE
libertes	3	3	TRUE
libertese	39	33	FALSE
libertina	14	13	TRUE
libertinagem	22	20	TRUE
libertinas	3	3	TRUE
libertino	36	25	TRUE
libertinos	14	11	TRUE
liberto	78	66	TRUE
libertos	10	9	TRUE
libertote	6	5	FALSE
libertou	227	200	TRUE
libertoume	5	5	FALSE
libertouse	5	5	FALSE
libertovos	3	3	FALSE
liberty	132	59	FALSE
libertáio	3	3	FALSE
libertáios	4	4	FALSE
libertála	80	73	FALSE
libertálas	7	7	FALSE
libertálo	165	145	FALSE
libertálos	73	63	FALSE
libertária	4	3	TRUE
libertário	19	6	TRUE
libertários	5	3	TRUE
libertãlo	9	8	FALSE
liberté	4	4	TRUE
liberála	22	21	FALSE
liberálas	5	5	FALSE
liberálo	47	45	FALSE
liberálos	22	20	FALSE
libet	14	3	FALSE
libia	11	5	FALSE
libidinosa	4	4	TRUE
libidinoso	7	5	TRUE
libidinosos	6	6	TRUE
libido	51	43	TRUE
libidos	3	3	FALSE
libourne	3	3	FALSE
libra	230	147	TRUE
library	7	4	FALSE
libras	1751	615	TRUE
libre	24	16	TRUE
libres	4	4	TRUE
libreto	6	5	TRUE
libriano	6	3	TRUE
libro	4	3	TRUE
libré	14	7	TRUE
libélula	97	22	TRUE
libélulas	49	24	TRUE
libéria	22	14	TRUE
lica	10	4	TRUE
licantropia	8	5	TRUE
licantropo	6	4	TRUE
licao	3	3	FALSE
licavoli	35	3	FALSE
licenca	60	39	FALSE
licencia	4	4	TRUE
licenciada	12	12	TRUE
licenciado	55	48	TRUE
licenciados	10	10	TRUE
licenciamento	7	7	TRUE
licenciar	12	12	TRUE
licenciarse	3	3	FALSE
licenciatura	39	36	TRUE
licenciaturas	3	3	TRUE
licenciei	3	3	TRUE
licencinha	13	13	TRUE
licenciosidade	3	3	TRUE
licencioso	4	4	TRUE
licenciou	3	3	TRUE
licenciouse	6	6	FALSE
licensa	101	73	FALSE
licenãa	248	111	FALSE
licença	13483	5328	TRUE
licençamaternidade	4	4	FALSE
licenças	143	107	TRUE
liceu	190	105	TRUE
liceus	4	4	TRUE
lichia	4	3	TRUE
lichtenberg	10	8	FALSE
lichtenstein	48	14	FALSE
licitador	3	3	TRUE
licitante	6	4	TRUE
licitantes	5	5	TRUE
licitar	8	6	TRUE
licitação	26	19	TRUE
licitações	10	10	TRUE
lick	24	6	FALSE
licoes	5	3	FALSE
licoln	4	4	FALSE
licor	408	293	TRUE
licores	49	35	TRUE
licorice	8	7	FALSE
licorzinho	5	5	TRUE
lida	407	364	TRUE
lidado	33	32	TRUE
lidam	72	69	TRUE
lidamos	149	139	TRUE
lidando	678	577	TRUE
lidar	3153	2244	TRUE
lidaram	4	4	TRUE
lidarcom	3	3	FALSE
lidarei	35	33	TRUE
lidarem	13	13	TRUE
lidaremos	29	28	TRUE
lidaria	17	16	TRUE
lidarmos	15	15	TRUE
lidará	8	8	TRUE
lidarão	4	3	TRUE
lidaríamos	3	3	TRUE
lidas	30	29	TRUE
lidasse	8	8	TRUE
lidaste	3	3	TRUE
lidava	41	38	TRUE
lidavam	6	6	TRUE
liddell	76	7	FALSE
liddle	23	4	FALSE
liddy	31	12	FALSE
lide	69	65	TRUE
lidei	65	63	TRUE
lidem	11	11	TRUE
lidemos	8	8	TRUE
lideo	6	3	FALSE
lider	170	112	FALSE
lidera	187	138	TRUE
liderada	72	68	TRUE
lideradas	14	14	TRUE
liderado	82	77	TRUE
liderados	86	80	TRUE
lideram	25	22	TRUE
lideramos	3	3	TRUE
liderando	161	148	TRUE
lideranãa	18	15	FALSE
liderança	723	449	TRUE
lideranças	14	7	TRUE
liderar	401	315	TRUE
lideraram	10	10	TRUE
liderarei	13	12	TRUE
liderarem	4	4	TRUE
lideraria	11	11	TRUE
liderarmos	3	3	TRUE
liderará	22	22	TRUE
liderarão	5	5	TRUE
liderasse	12	11	TRUE
liderava	21	21	TRUE
lidere	67	60	TRUE
liderei	15	15	TRUE
liderem	3	3	TRUE
lidereos	4	4	FALSE
lideres	41	38	TRUE
lidero	38	38	TRUE
liderou	102	92	TRUE
liderála	6	6	FALSE
liderálo	5	5	FALSE
liderálos	36	36	FALSE
lidia	37	18	FALSE
lido	904	769	TRUE
lidocaína	22	13	TRUE
lidos	41	37	TRUE
lidou	96	92	TRUE
lie	25	16	TRUE
lieb	7	4	FALSE
liebchen	11	6	FALSE
liebe	8	8	FALSE
lieber	15	7	FALSE
lieberman	41	4	FALSE
liebgott	20	9	FALSE
liebling	28	9	FALSE
liebowitz	14	7	FALSE
liechtenstein	19	6	FALSE
lied	12	12	FALSE
liege	11	4	FALSE
liem	4	3	TRUE
lien	55	8	FALSE
lienz	5	3	FALSE
lies	31	17	TRUE
liet	22	6	FALSE
lieutenant	5	3	FALSE
life	289	151	FALSE
lifes	10	7	FALSE
lifestyle	3	3	FALSE
lifetime	10	7	FALSE
liffey	5	4	FALSE
lifflander	13	3	FALSE
lift	13	12	FALSE
lifting	9	9	FALSE
liga	4247	2461	TRUE
ligacao	9	7	FALSE
ligada	629	549	TRUE
ligadas	200	182	TRUE
ligadesliga	3	3	FALSE
ligadinha	3	3	TRUE
ligado	2360	1745	TRUE
ligadona	3	3	TRUE
ligados	533	471	TRUE
ligadura	22	20	TRUE
ligaduras	24	22	TRUE
ligadão	19	16	TRUE
ligalhe	9	6	FALSE
ligalhes	3	3	FALSE
ligam	341	314	TRUE
ligame	115	89	TRUE
ligamento	19	16	TRUE
ligamentos	20	19	TRUE
ligamos	255	235	TRUE
ligamoslhe	3	3	FALSE
ligando	1477	1126	TRUE
ligandoo	6	6	FALSE
liganos	7	7	FALSE
ligao	6	3	FALSE
ligar	8365	4146	TRUE
ligara	3	3	TRUE
ligaram	436	398	TRUE
ligaramlhe	3	3	FALSE
ligaramme	7	7	FALSE
ligarei	681	564	TRUE
ligarem	98	93	TRUE
ligaremos	112	104	TRUE
ligares	13	13	TRUE
ligaria	255	234	TRUE
ligariam	14	14	TRUE
ligarlhe	36	31	FALSE
ligarme	33	28	FALSE
ligarmos	29	27	TRUE
ligarnos	9	9	FALSE
ligarse	6	6	FALSE
ligarte	36	31	FALSE
ligará	126	114	TRUE
ligarão	32	31	TRUE
ligas	179	116	TRUE
ligase	15	14	TRUE
ligasme	4	4	FALSE
ligasse	202	197	TRUE
ligassem	20	20	TRUE
ligasses	4	4	TRUE
ligaste	31	28	TRUE
ligate	3	3	FALSE
ligava	245	218	TRUE
ligavam	34	32	TRUE
ligaãão	100	58	FALSE
ligaçâo	3	3	FALSE
ligação	3664	2279	TRUE
ligações	973	751	TRUE
lige	6	6	FALSE
ligeira	134	116	TRUE
ligeiramente	218	197	TRUE
ligeiras	19	19	TRUE
ligeireza	5	5	TRUE
ligeirinha	3	3	TRUE
ligeirinho	8	7	TRUE
ligeiro	188	153	TRUE
ligeiros	34	28	TRUE
light	232	157	TRUE
lightfoot	9	3	FALSE
lighting	21	7	FALSE
lightly	3	3	FALSE
lightning	80	22	FALSE
lights	58	39	FALSE
lightwood	31	4	FALSE
lightyear	83	4	FALSE
ligo	3818	2433	TRUE
ligoihe	4	3	FALSE
ligolhe	21	19	FALSE
ligote	58	47	FALSE
ligou	4634	2648	TRUE
ligoume	36	34	FALSE
ligounos	3	3	FALSE
ligouo	3	3	FALSE
ligouse	5	5	FALSE
ligua	4	4	FALSE
ligue	5467	3182	TRUE
liguea	14	14	FALSE
ligueas	3	3	FALSE
liguei	2063	1554	TRUE
ligueilhe	4	4	FALSE
ligueite	5	5	FALSE
liguelhe	4	4	FALSE
liguem	376	329	TRUE
ligueme	546	443	FALSE
liguemme	33	28	FALSE
liguemnos	5	5	FALSE
liguemos	4	4	TRUE
liguemse	3	3	FALSE
liguenos	20	19	FALSE
ligueo	33	33	FALSE
ligueos	4	4	FALSE
ligues	29	26	TRUE
liguese	4	4	FALSE
ligála	27	26	FALSE
ligálas	8	8	FALSE
ligálo	88	83	FALSE
ligálos	14	14	FALSE
ligássemos	8	8	TRUE
ligávamos	6	6	TRUE
ligúria	5	5	TRUE
lih	4	4	FALSE
lii	5	4	FALSE
lijima	8	3	FALSE
lika	13	6	FALSE
like	499	169	FALSE
liked	5	3	FALSE
likely	4	4	FALSE
likes	8	7	FALSE
likhodeyev	28	6	FALSE
lil	170	50	FALSE
lila	283	38	TRUE
lilac	23	6	FALSE
lilah	24	3	FALSE
lilas	5	5	TRUE
